simulationTime[s],incidentID,districtName,districtSafetyLevel,distanceOfSummonedPatrol[m],City
71979,7d836ef7-eae3-499b-8913-3f557748d26d,Bronowice,NotSafe,3.264018735232675,Krakow
72005,c46f10cb-8cc5-48e9-8aed-ae66224ca10d,Czyżyny,RatherSafe,1.6684002454393494,Krakow
72059,7d836ef7-eae3-499b-8913-3f557748d26d,Bronowice,NotSafe,3.528047652592131,Krakow
72149,7d836ef7-eae3-499b-8913-3f557748d26d,Bronowice,NotSafe,1.5539852836276973,Krakow
72254,4c4527ca-573f-4d7b-a99b-233a91933a7e,Podgórze Duchackie,NotSafe,2.8051117005249493,Krakow
72439,a77d8697-92d2-48d9-98e7-22fd69f3c917,Mistrzejowice,RatherSafe,1.5153872564429627,Krakow
72515,3c1d5ac6-5017-4c0c-bd63-14f8ca57d6c5,Mistrzejowice,RatherSafe,1.9481076882854915,Krakow
72516,3c1d5ac6-5017-4c0c-bd63-14f8ca57d6c5,Mistrzejowice,RatherSafe,1.0095536422953995,Krakow
72626,9631e636-c8c4-4bb6-8ff5-5458c4915a6c,Nowa Huta,NotSafe,3.594433465409442,Krakow
72654,3c1d5ac6-5017-4c0c-bd63-14f8ca57d6c5,Mistrzejowice,RatherSafe,3.47230546915512,Krakow
72684,eedf5661-0828-42fb-b30d-b3086cd18c62,Czyżyny,RatherSafe,5.575026061661786,Krakow
72761,3c1d5ac6-5017-4c0c-bd63-14f8ca57d6c5,Mistrzejowice,RatherSafe,3.4036618371498846,Krakow
72867,3e845c44-a286-49bd-bf16-a814a9ec4521,Nowa Huta,NotSafe,3.550244688131603,Krakow
72945,281906e8-4f34-4e81-8348-fdc5b8e2685a,Podgórze Duchackie,NotSafe,1.7498196661016348,Krakow
72946,281906e8-4f34-4e81-8348-fdc5b8e2685a,Podgórze Duchackie,NotSafe,1.9938148568501837,Krakow
72977,ecf567b1-37ee-4095-8d0c-471cb81b0962,Łagiewniki-Borek Fałęcki,RatherSafe,3.565338778879303,Krakow
73053,7adef10f-9fa9-4986-b233-f69fc7fef7bd,Nowa Huta,NotSafe,5.898653668736457,Krakow
73080,ff9bf725-1ca7-451f-b5b1-b9f36ea766c0,Bronowice,NotSafe,1.7029748963322744,Krakow
73221,32bc286c-75f9-46f5-9b2b-81fe908078c1,Łagiewniki-Borek Fałęcki,RatherSafe,1.7944646159820137,Krakow
73411,cfbf9484-f100-40df-81f0-d6b02d529fb0,Podgórze Duchackie,NotSafe,4.358242621440732,Krakow
