"Koszyce","Gumniska-Zab³ocie","Rzêdzin","Krzy¿","Klikowa","Starówka","Grabówka","Jasna","Zielone","Westerplatte","Legionów Henryka D¹browskiego","Piaskówka","Strusina","Chyszów","Krakowska","Moœcice"
"34,50,57,23,20,36,47,27,41,25,37,59,27,54,34,33"
