"Bemowo","Bielany","Wola","¯oliborz","Ochota","Ursus","W³ochy","Œródmieœcie","Mokotów","Ursynów","Wilanów","Praga-Po³udnie","Praga-Pó³noc","Bia³o³êka","Targówek","Rembertów","Wawer","Weso³a"
"2,8,1,6,3,2,13,2,9,2,4,11,1,0,12,5,4,3"
