"simulationTime[s]","districtName","districtSafetyLevel","patrolID","previousPatrolState","currentPatrolState","isNight"
23942,¯oliborz,RatherSafe,c2d321a4-c923-48f4-95e6-e98e10c6fd84,CALCULATING_PATH,TRANSFER_TO_FIRING,0
23968,Targówek,NotSafe,de9d65a1-4a91-491a-89dd-a5594f725192,TRANSFER_TO_FIRING,FIRING,0
23968,Wilanów,RatherSafe,494c6d15-425b-46f2-bfcf-13b7b5b55b0e,CALCULATING_PATH,PATROLLING,0
23969,Bemowo,RatherSafe,290ad1b0-4cb1-44ca-b0c5-b4e010862919,INTERVENTION,PATROLLING,0
23998,Wilanów,RatherSafe,494c6d15-425b-46f2-bfcf-13b7b5b55b0e,PATROLLING,TRANSFER_TO_INTERVENTION,0
23999,Wilanów,RatherSafe,494c6d15-425b-46f2-bfcf-13b7b5b55b0e,TRANSFER_TO_INTERVENTION,CALCULATING_PATH,0
24003,W³ochy,NotSafe,20ea95b9-bc76-41c1-aa81-daf878dcef7a,PATROLLING,CALCULATING_PATH,0
24029,Rembertów,RatherSafe,793eb9de-e325-467a-ae93-f0dbac1a0b8c,INTERVENTION,PATROLLING,0
24033,Wilanów,RatherSafe,2974ed17-7047-490d-ae4b-b095cdb6041d,TRANSFER_TO_INTERVENTION,INTERVENTION,0
24034,Bielany,NotSafe,8d18c9fd-3991-44af-857f-970928100606,TRANSFER_TO_FIRING,FIRING,0
24060,Bielany,NotSafe,e22d1bd6-3d49-4fd2-95fc-8c9fd5462945,TRANSFER_TO_FIRING,FIRING,0
24060,Wilanów,RatherSafe,494c6d15-425b-46f2-bfcf-13b7b5b55b0e,CALCULATING_PATH,TRANSFER_TO_INTERVENTION,0
24060,Bemowo,RatherSafe,cf1009e8-99d6-41db-89ca-dada80e32f57,TRANSFER_TO_INTERVENTION,INTERVENTION,0
24060,Bemowo,RatherSafe,290ad1b0-4cb1-44ca-b0c5-b4e010862919,CALCULATING_PATH,PATROLLING,0
24065,Wola,Safe,9b138054-2690-45e5-9e4d-9de40c1da49c,PATROLLING,CALCULATING_PATH,0
24092,Targówek,NotSafe,477364ca-5e61-47a6-bac1-a384b1e1d98d,TRANSFER_TO_FIRING,FIRING,0
24092,W³ochy,NotSafe,20ea95b9-bc76-41c1-aa81-daf878dcef7a,CALCULATING_PATH,PATROLLING,0
24096,Praga-Pó³noc,Safe,852ac25d-1e54-401a-8fcc-ebcd9851f253,PATROLLING,CALCULATING_PATH,0
24098,Wawer,RatherSafe,b45437de-446e-4885-898f-d4857c86fdd1,INTERVENTION,PATROLLING,0
24128,Praga-Pó³noc,Safe,2824fea0-cf4b-43fb-b549-9c156a22a7e0,INTERVENTION,PATROLLING,0
24131,Bielany,NotSafe,c2d321a4-c923-48f4-95e6-e98e10c6fd84,TRANSFER_TO_FIRING,FIRING,0
24132,Rembertów,RatherSafe,793eb9de-e325-467a-ae93-f0dbac1a0b8c,CALCULATING_PATH,PATROLLING,0
24132,Wola,Safe,9b138054-2690-45e5-9e4d-9de40c1da49c,CALCULATING_PATH,PATROLLING,0
24161,Mokotów,NotSafe,5db7fadf-77c0-44ee-a2c5-7bd6d304eb26,PATROLLING,CALCULATING_PATH,0
24162,Praga-Pó³noc,Safe,852ac25d-1e54-401a-8fcc-ebcd9851f253,CALCULATING_PATH,PATROLLING,0
24187,Rembertów,RatherSafe,793eb9de-e325-467a-ae93-f0dbac1a0b8c,PATROLLING,TRANSFER_TO_INTERVENTION,0
24188,Rembertów,RatherSafe,793eb9de-e325-467a-ae93-f0dbac1a0b8c,TRANSFER_TO_INTERVENTION,CALCULATING_PATH,0
24188,Wawer,RatherSafe,b45437de-446e-4885-898f-d4857c86fdd1,CALCULATING_PATH,PATROLLING,0
24214,Praga-Pó³noc,Safe,2824fea0-cf4b-43fb-b549-9c156a22a7e0,CALCULATING_PATH,PATROLLING,0
24239,Mokotów,NotSafe,5db7fadf-77c0-44ee-a2c5-7bd6d304eb26,CALCULATING_PATH,PATROLLING,0
24239,Rembertów,RatherSafe,793eb9de-e325-467a-ae93-f0dbac1a0b8c,CALCULATING_PATH,TRANSFER_TO_INTERVENTION,0
24291,Targówek,NotSafe,cad744ad-69e3-4bd2-89b0-76eeb3aa8382,TRANSFER_TO_INTERVENTION,INTERVENTION,0
24316,Mokotów,NotSafe,9c9eb6c3-d343-436b-a384-2fc82d63a6eb,PATROLLING,TRANSFER_TO_INTERVENTION,0
24317,Mokotów,NotSafe,9c9eb6c3-d343-436b-a384-2fc82d63a6eb,TRANSFER_TO_INTERVENTION,CALCULATING_PATH,0
24317,Weso³a,RatherSafe,983b18d8-ac69-438b-9bb2-fb8be1155dc8,INTERVENTION,PATROLLING,0
24348,Mokotów,NotSafe,f3e69137-0b11-413f-a058-e9aced70ee84,PATROLLING,CALCULATING_PATH,0
24403,W³ochy,NotSafe,3a5768eb-38f7-46df-adc7-fea15dc78df5,PATROLLING,CALCULATING_PATH,0
24404,Weso³a,RatherSafe,983b18d8-ac69-438b-9bb2-fb8be1155dc8,CALCULATING_PATH,PATROLLING,0
24404,Mokotów,NotSafe,f3e69137-0b11-413f-a058-e9aced70ee84,CALCULATING_PATH,PATROLLING,0
24405,Mokotów,NotSafe,9c9eb6c3-d343-436b-a384-2fc82d63a6eb,CALCULATING_PATH,TRANSFER_TO_INTERVENTION,0
24456,W³ochy,NotSafe,3a5768eb-38f7-46df-adc7-fea15dc78df5,CALCULATING_PATH,PATROLLING,0
