"Villa Santa Rita","Villa del Parque","Villa General Mitre","Villa Devoto","Villa Pueyrredón","Agronomía","La Paternal","Parque Chas","Chacarita","Villa Ortúzar","Villa Crespo","Caballito","Monte Castro","Floresta","Flores","Villa Real","Versalles","Villa Luro","Vélez Sarsfield","Villa Urquiza","Saavedra","Nú?ez","Colegiales","Belgrano","Palermo","Liniers","Mataderos","Parque Avellaneda","Parque Chacabuco","Almagro","Boedo","Balvanera","San Cristóbal","Monserrat","San Nicolás","San Telmo","Constitución","Parque Patricios","Nueva Pompeya","Villa Lugano","Villa Soldati","Villa Riachuelo","Barracas","La Boca","Recoleta","Retiro","Puerto Madero","Coghlan","Buenos Aires"
"7,9,2,4,0,1,13,3,2,4,13,3,3,2,4,2,14,3,4,2,3,4,11,4,1,2,3,1,5,2,0,3,9,2,4,3,1,13,2,7,5,7,7,2,5,1,1,3,0"
