"Villa Santa Rita","Villa del Parque","Villa General Mitre","Villa Devoto","Villa Pueyrredón","Agronomía","La Paternal","Parque Chas","Chacarita","Villa Ortúzar","Villa Crespo","Caballito","Monte Castro","Floresta","Flores","Villa Real","Versalles","Villa Luro","Vélez Sarsfield","Villa Urquiza","Saavedra","Nú?ez","Colegiales","Belgrano","Palermo","Liniers","Mataderos","Parque Avellaneda","Parque Chacabuco","Almagro","Boedo","Balvanera","San Cristóbal","Monserrat","San Nicolás","San Telmo","Constitución","Parque Patricios","Nueva Pompeya","Villa Lugano","Villa Soldati","Villa Riachuelo","Barracas","La Boca","Recoleta","Retiro","Puerto Madero","Coghlan","Buenos Aires"
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
