"Villa Santa Rita","Villa del Parque","Villa General Mitre","Villa Devoto","Villa Pueyrredón","Agronomía","La Paternal","Parque Chas","Chacarita","Villa Ortúzar","Villa Crespo","Caballito","Monte Castro","Floresta","Flores","Villa Real","Versalles","Villa Luro","Vélez Sarsfield","Villa Urquiza","Saavedra","Nú?ez","Colegiales","Belgrano","Palermo","Liniers","Mataderos","Parque Avellaneda","Parque Chacabuco","Almagro","Boedo","Balvanera","San Cristóbal","Monserrat","San Nicolás","San Telmo","Constitución","Parque Patricios","Nueva Pompeya","Villa Lugano","Villa Soldati","Villa Riachuelo","Barracas","La Boca","Recoleta","Retiro","Puerto Madero","Coghlan","Buenos Aires"
"42,38,29,44,28,24,59,29,41,40,50,23,40,42,42,42,64,27,43,29,32,38,54,20,34,41,31,30,44,32,40,32,30,36,33,40,27,47,27,42,31,39,40,28,34,36,39,42,0"
