"Alsergrund","Hietzing","Innere Stadt","Josefstadt","Leopoldstadt","Mariahilf","Meidling","Neubau","Penzing","Rudolfsheim-Fünfhaus","Währing","Landstraße","Brigittenau","Donaustadt","Döbling","Favoriten","Floridsdorf","Hernals","Liesing","Margareten","Ottakring","Simmering","Wieden"
"54,19,35,51,22,41,41,33,57,22,35,23,48,32,36,25,63,31,40,37,36,38,39"
