"Alsergrund","Hietzing","Innere Stadt","Josefstadt","Leopoldstadt","Mariahilf","Meidling","Neubau","Penzing","Rudolfsheim-Fünfhaus","Währing","Landstraße","Brigittenau","Donaustadt","Döbling","Favoriten","Floridsdorf","Hernals","Liesing","Margareten","Ottakring","Simmering","Wieden"
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
