"amountOfInterventions","amountOfInterventionsPerPatrol","durationOfInterventions[min]","durationOfInterventionsPerPatrol[min]","amountOfFirings","amountOfFiringsPerPatrol","durationOfFirings[min]","durationOfFiringsPerPatrol[min]","amountOfPatrols"
264.0,4.327868852459017,5424.0,88.91803278688525,30.0,0.4918032786885246,2013.0,33.0,61.0
271.0,5.76595744680851,5631.0,119.80851063829788,24.0,0.5106382978723404,1625.0,34.57446808510638,47.0
