"Alsergrund","Hietzing","Innere Stadt","Josefstadt","Leopoldstadt","Mariahilf","Meidling","Neubau","Penzing","Rudolfsheim-Fünfhaus","Währing","Landstraße","Brigittenau","Donaustadt","Döbling","Favoriten","Floridsdorf","Hernals","Liesing","Margareten","Ottakring","Simmering","Wieden"
"17,2,3,7,1,5,7,4,11,1,5,0,10,3,0,1,18,0,2,3,6,3,4"
