"Rogers Park","Edison Park","Norwood Park","West Ridge","North Park","Forest Glen","O'Hare","Dunning","Montclare","Austin","North Lawndale","South Lawndale","Garfield Ridge","Clearing","West Lawn","Ashburn","Beverly","Mount Greenwood","Morgan Park","West Pullman","Riverdale","Hegewisch","Edgewater","Uptown","Lake View","Lincoln Park","Near North Side","Loop","Near South Side","Douglas","Oakland","Kenwood","Hyde Park","Woodlawn","South Shore","South Chicago","East Side","Washington Park","Grand Boulevard","South Deering","Calumet Heights","Avalon Park","Burnside","Pullman","Jefferson Park","Portage Park","Greater Grand Crossing","Fuller Park","Armour Square","Chatham","Roseland","Washington Heights","Englewood","West Englewood","New City","Auburn Gresham","Chicago Lawn","Gage Park","West Elsdon","Archer Heights","Brighton Park","McKinley Park","Bridgeport","Near West Side","Lower West Side","East Garfield Park","West Garfield Park","Humboldt Park","West Town","Belmont Cragin","Hermosa","Logan Square","Lincoln Square","North Center","Albany Park","Irving Park","Avondale"
"29,62,25,44,45,34,32,29,43,39,28,41,35,31,31,62,24,31,34,25,46,42,28,33,40,41,37,33,59,18,36,26,34,29,41,48,38,32,33,37,33,40,44,47,48,47,39,45,19,39,31,40,59,32,37,39,34,41,19,33,32,39,33,27,52,24,40,26,29,31,35,38,33,38,45,34,40"
