"Rogers Park","Edison Park","Norwood Park","West Ridge","North Park","Forest Glen","O'Hare","Dunning","Montclare","Austin","North Lawndale","South Lawndale","Garfield Ridge","Clearing","West Lawn","Ashburn","Beverly","Mount Greenwood","Morgan Park","West Pullman","Riverdale","Hegewisch","Edgewater","Uptown","Lake View","Lincoln Park","Near North Side","Loop","Near South Side","Douglas","Oakland","Kenwood","Hyde Park","Woodlawn","South Shore","South Chicago","East Side","Washington Park","Grand Boulevard","South Deering","Calumet Heights","Avalon Park","Burnside","Pullman","Jefferson Park","Portage Park","Greater Grand Crossing","Fuller Park","Armour Square","Chatham","Roseland","Washington Heights","Englewood","West Englewood","New City","Auburn Gresham","Chicago Lawn","Gage Park","West Elsdon","Archer Heights","Brighton Park","McKinley Park","Bridgeport","Near West Side","Lower West Side","East Garfield Park","West Garfield Park","Humboldt Park","West Town","Belmont Cragin","Hermosa","Logan Square","Lincoln Square","North Center","Albany Park","Irving Park","Avondale"
"3,14,2,4,6,4,2,5,8,3,4,0,4,4,3,10,2,7,2,0,4,6,2,1,4,5,1,3,13,2,5,2,4,3,3,4,4,3,3,3,6,6,2,4,6,6,2,13,1,5,3,3,16,2,3,3,2,14,2,4,3,9,5,2,15,1,5,3,4,2,3,3,4,1,4,3,2"
