"simulationTime[s]","districtName","districtSafetyLevel","amountOfPatrols","amountOfPatrollingPatrols","amountOfCalculatingPathPatrols","amountOfTransferToInterventionPatrols","amountOfTransferToFiringPatrols","amountOfInterventionPatrols","amountOfFiringPatrols","amountOfReturningToHqPatrols","amountOfIncidents","isNight"
28802,Mistrzejowice,RatherSafe,1,0,0,0,0,1,0,0,1,0
28802,Bieñczyce,RatherSafe,2,0,0,0,0,2,0,0,2,0
32400,£agiewniki-Borek Fa³êcki,RatherSafe,2,0,0,0,1,0,1,0,2,0
32400,Dêbniki,NotSafe,4,3,0,0,0,1,0,0,1,0
32400,Swoszowice,Safe,0,0,0,0,0,0,0,0,0,0
32400,Podgórze,Safe,2,2,0,0,0,0,0,0,0,0
32400,Stare Miasto,NotSafe,6,4,0,0,0,2,0,0,2,0
32400,Zwierzyniec,RatherSafe,5,2,0,0,0,0,0,3,0,0
32400,Podgórze Duchackie,NotSafe,4,0,1,0,2,1,0,0,1,0
32400,Bie¿anów-Prokocim,Safe,2,2,0,0,0,0,0,0,0,0
32400,Nowa Huta,NotSafe,6,5,0,0,0,1,0,0,1,0
32400,Wzgórza Krzes³awickie,Safe,1,0,0,0,0,1,0,0,1,0
32400,Czy¿yny,RatherSafe,2,1,0,1,0,0,0,0,0,0
32400,Grzegórzki,RatherSafe,1,1,0,0,0,0,0,0,0,0
32400,Krowodrza,RatherSafe,2,1,0,0,0,1,0,0,1,0
32400,Bronowice,NotSafe,3,1,0,0,0,2,0,0,2,0
32400,Pr¹dnik Bia³y,Safe,2,1,0,0,0,1,0,0,1,0
32400,Pr¹dnik Czerwony,RatherSafe,6,1,0,0,0,1,4,0,2,0
32400,Mistrzejowice,RatherSafe,2,1,0,0,0,1,0,0,2,0
32400,Bieñczyce,RatherSafe,2,2,0,0,0,0,0,0,0,0
36000,£agiewniki-Borek Fa³êcki,RatherSafe,3,1,0,0,0,2,0,0,2,0
36000,Dêbniki,NotSafe,3,3,0,0,0,0,0,0,0,0
36000,Swoszowice,Safe,1,1,0,0,0,0,0,0,1,0
36000,Podgórze,Safe,7,4,0,0,0,0,3,0,1,0
36000,Stare Miasto,NotSafe,5,4,0,0,0,1,0,0,1,0
36000,Zwierzyniec,RatherSafe,2,2,0,0,0,0,0,0,0,0
36000,Podgórze Duchackie,NotSafe,1,0,0,1,0,0,0,0,0,0
36000,Bie¿anów-Prokocim,Safe,3,3,0,0,0,0,0,0,0,0
36000,Nowa Huta,NotSafe,7,2,0,0,0,0,5,0,1,0
36000,Wzgórza Krzes³awickie,Safe,1,1,0,0,0,0,0,0,0,0
36000,Czy¿yny,RatherSafe,8,6,0,1,0,1,0,0,1,0
36000,Grzegórzki,RatherSafe,1,0,1,0,0,0,0,0,0,0
36000,Krowodrza,RatherSafe,1,0,1,0,0,0,0,0,0,0
36000,Bronowice,NotSafe,1,1,0,0,0,0,0,0,0,0
36000,Pr¹dnik Bia³y,Safe,0,0,0,0,0,0,0,0,0,0
36000,Pr¹dnik Czerwony,RatherSafe,1,0,0,0,0,1,0,0,1,0
36000,Mistrzejowice,RatherSafe,0,0,0,0,0,0,0,0,1,0
36000,Bieñczyce,RatherSafe,0,0,0,0,0,0,0,0,0,0
39600,£agiewniki-Borek Fa³êcki,RatherSafe,3,1,0,0,0,2,0,0,3,0
39600,Dêbniki,NotSafe,5,3,0,1,0,1,0,0,2,0
39600,Swoszowice,Safe,4,2,0,0,0,2,0,0,2,0
39600,Podgórze,Safe,5,5,0,0,0,0,0,0,0,0
39600,Stare Miasto,NotSafe,2,2,0,0,0,0,0,0,0,0
39600,Zwierzyniec,RatherSafe,0,0,0,0,0,0,0,0,0,0
39600,Podgórze Duchackie,NotSafe,2,1,0,0,0,1,0,0,1,0
39600,Bie¿anów-Prokocim,Safe,0,0,0,0,0,0,0,0,0,0
39600,Nowa Huta,NotSafe,7,3,0,1,0,0,3,0,2,0
39600,Wzgórza Krzes³awickie,Safe,1,0,0,0,0,1,0,0,1,0
39600,Czy¿yny,RatherSafe,2,2,0,0,0,0,0,0,0,0
39600,Grzegórzki,RatherSafe,4,0,0,0,0,1,3,0,2,0
39600,Krowodrza,RatherSafe,1,1,0,0,0,0,0,0,0,0
39600,Bronowice,NotSafe,2,1,0,0,0,1,0,0,1,0
39600,Pr¹dnik Bia³y,Safe,3,2,1,0,0,0,0,0,0,0
39600,Pr¹dnik Czerwony,RatherSafe,2,1,0,0,0,1,0,0,1,0
39600,Mistrzejowice,RatherSafe,0,0,0,0,0,0,0,0,0,0
39600,Bieñczyce,RatherSafe,1,0,0,0,0,1,0,0,1,0
43200,£agiewniki-Borek Fa³êcki,RatherSafe,4,0,0,0,0,1,3,0,2,0
43200,Dêbniki,NotSafe,2,0,0,1,0,1,0,0,2,0
43200,Swoszowice,Safe,1,0,0,0,0,1,0,0,1,0
43200,Podgórze,Safe,1,0,0,1,0,0,0,0,0,0
43200,Stare Miasto,NotSafe,5,0,0,0,0,0,5,0,1,0
43200,Zwierzyniec,RatherSafe,1,0,0,1,0,0,0,0,1,0
43200,Podgórze Duchackie,NotSafe,6,0,0,0,0,0,6,0,2,0
43200,Bie¿anów-Prokocim,Safe,0,0,0,0,0,0,0,0,0,0
43200,Nowa Huta,NotSafe,6,3,0,0,0,1,2,0,2,0
43200,Wzgórza Krzes³awickie,Safe,0,0,0,0,0,0,0,0,2,0
43200,Czy¿yny,RatherSafe,7,1,0,0,1,0,5,0,1,0
43200,Grzegórzki,RatherSafe,0,0,0,0,0,0,0,0,0,0
43200,Krowodrza,RatherSafe,2,0,0,0,0,2,0,0,2,0
43200,Bronowice,NotSafe,2,1,0,0,0,1,0,0,1,0
43200,Pr¹dnik Bia³y,Safe,0,0,0,0,0,0,0,0,0,0
43200,Pr¹dnik Czerwony,RatherSafe,5,0,0,0,0,1,4,0,2,0
43200,Mistrzejowice,RatherSafe,2,0,0,1,0,1,0,0,2,0
43200,Bieñczyce,RatherSafe,3,0,0,0,1,0,2,0,1,0
46801,£agiewniki-Borek Fa³êcki,RatherSafe,1,1,0,0,0,0,0,0,0,0
46801,Dêbniki,NotSafe,2,2,0,0,0,0,0,0,0,0
46801,Swoszowice,Safe,2,2,0,0,0,0,0,0,0,0
46801,Podgórze,Safe,3,2,0,1,0,0,0,0,1,0
46801,Stare Miasto,NotSafe,5,3,1,0,0,1,0,0,2,0
46801,Zwierzyniec,RatherSafe,9,4,0,0,0,0,5,0,2,0
46801,Podgórze Duchackie,NotSafe,2,0,0,0,0,0,2,0,1,0
46801,Bie¿anów-Prokocim,Safe,3,2,0,1,0,0,0,0,1,0
46801,Nowa Huta,NotSafe,6,1,0,0,0,1,4,0,3,0
46801,Wzgórza Krzes³awickie,Safe,2,2,0,0,0,0,0,0,0,0
46801,Czy¿yny,RatherSafe,1,1,0,0,0,0,0,0,0,0
46801,Grzegórzki,RatherSafe,2,1,0,0,0,1,0,0,1,0
46801,Krowodrza,RatherSafe,3,2,0,0,0,1,0,0,1,0
46801,Bronowice,NotSafe,3,0,0,0,0,0,3,0,1,0
46801,Pr¹dnik Bia³y,Safe,2,0,1,0,0,1,0,0,1,0
46801,Pr¹dnik Czerwony,RatherSafe,2,1,0,0,0,1,0,0,1,0
46801,Mistrzejowice,RatherSafe,0,0,0,0,0,0,0,0,0,0
46801,Bieñczyce,RatherSafe,5,1,0,0,0,0,4,0,1,0
50401,£agiewniki-Borek Fa³êcki,RatherSafe,1,1,0,0,0,0,0,0,0,0
50401,Dêbniki,NotSafe,4,3,1,0,0,0,0,0,0,0
50401,Swoszowice,Safe,2,2,0,0,0,0,0,0,0,0
50401,Podgórze,Safe,6,5,0,0,0,1,0,0,1,0
50401,Stare Miasto,NotSafe,5,2,0,0,3,0,0,0,0,0
50401,Zwierzyniec,RatherSafe,2,0,0,1,0,1,0,0,1,0
50401,Podgórze Duchackie,NotSafe,6,1,0,0,0,1,4,0,2,0
50401,Bie¿anów-Prokocim,Safe,0,0,0,0,0,0,0,0,0,0
50401,Nowa Huta,NotSafe,5,1,0,0,0,0,4,0,1,0
50401,Wzgórza Krzes³awickie,Safe,2,2,0,0,0,0,0,0,0,0
50401,Czy¿yny,RatherSafe,0,0,0,0,0,0,0,0,0,0
50401,Grzegórzki,RatherSafe,3,0,0,0,1,2,0,0,2,0
50401,Krowodrza,RatherSafe,5,3,0,1,0,1,0,0,2,0
50401,Bronowice,NotSafe,1,0,0,0,0,1,0,0,2,0
50401,Pr¹dnik Bia³y,Safe,4,0,0,1,0,0,3,0,2,0
50401,Pr¹dnik Czerwony,RatherSafe,5,0,0,0,3,0,2,0,1,0
50401,Mistrzejowice,RatherSafe,0,0,0,0,0,0,0,0,0,0
50401,Bieñczyce,RatherSafe,2,0,0,0,0,1,1,0,2,0
54002,£agiewniki-Borek Fa³êcki,RatherSafe,1,1,0,0,0,0,0,0,0,0
54002,Dêbniki,NotSafe,4,4,0,0,0,0,0,0,0,0
54002,Swoszowice,Safe,1,0,0,0,0,1,0,0,1,0
54002,Podgórze,Safe,6,5,1,0,0,0,0,0,0,0
54002,Stare Miasto,NotSafe,1,1,0,0,0,0,0,0,0,0
54002,Zwierzyniec,RatherSafe,4,1,0,0,0,1,2,0,2,0
54002,Podgórze Duchackie,NotSafe,6,2,0,0,0,4,0,0,4,0
54002,Bie¿anów-Prokocim,Safe,1,1,0,0,0,0,0,0,0,0
54002,Nowa Huta,NotSafe,8,5,0,1,0,2,0,0,2,0
54002,Wzgórza Krzes³awickie,Safe,2,1,0,0,0,1,0,0,1,0
54002,Czy¿yny,RatherSafe,3,2,0,0,0,1,0,0,1,0
54002,Grzegórzki,RatherSafe,1,1,0,0,0,0,0,0,0,0
54002,Krowodrza,RatherSafe,0,0,0,0,0,0,0,0,0,0
54002,Bronowice,NotSafe,3,0,0,0,2,0,1,0,1,0
54002,Pr¹dnik Bia³y,Safe,2,0,0,0,1,1,0,0,1,0
54002,Pr¹dnik Czerwony,RatherSafe,7,2,0,0,0,0,5,0,1,0
54002,Mistrzejowice,RatherSafe,2,0,0,0,0,0,2,0,1,0
54002,Bieñczyce,RatherSafe,1,0,0,0,0,1,0,0,2,0
57602,£agiewniki-Borek Fa³êcki,RatherSafe,0,0,0,0,0,0,0,0,0,1
57602,Dêbniki,NotSafe,5,5,0,0,0,0,0,0,0,1
57602,Swoszowice,Safe,2,2,0,0,0,0,0,0,0,1
57602,Podgórze,Safe,3,3,0,0,0,0,0,0,0,1
57602,Stare Miasto,NotSafe,1,1,0,0,0,0,0,0,0,1
57602,Zwierzyniec,RatherSafe,3,2,0,0,0,1,0,0,1,1
57602,Podgórze Duchackie,NotSafe,2,2,0,0,0,0,0,0,0,1
57602,Bie¿anów-Prokocim,Safe,6,6,0,0,0,0,0,0,0,1
57602,Nowa Huta,NotSafe,5,5,0,0,0,0,0,0,0,1
57602,Wzgórza Krzes³awickie,Safe,0,0,0,0,0,0,0,0,0,1
57602,Czy¿yny,RatherSafe,0,0,0,0,0,0,0,0,0,1
57602,Grzegórzki,RatherSafe,3,3,0,0,0,0,0,0,0,1
57602,Krowodrza,RatherSafe,2,1,0,0,0,1,0,0,1,1
57602,Bronowice,NotSafe,5,0,0,0,0,1,4,0,2,1
57602,Pr¹dnik Bia³y,Safe,3,2,0,0,0,1,0,0,1,1
57602,Pr¹dnik Czerwony,RatherSafe,3,3,0,0,0,0,0,0,0,1
57602,Mistrzejowice,RatherSafe,6,0,0,0,0,1,5,0,2,1
57602,Bieñczyce,RatherSafe,0,0,0,0,0,0,0,0,0,1
61201,£agiewniki-Borek Fa³êcki,RatherSafe,0,0,0,0,0,0,0,0,0,1
61201,Dêbniki,NotSafe,5,4,1,0,0,0,0,0,0,1
61201,Swoszowice,Safe,4,4,0,0,0,0,0,0,0,1
61201,Podgórze,Safe,6,6,0,0,0,0,0,0,0,1
61201,Stare Miasto,NotSafe,4,2,0,0,0,2,0,0,2,1
61201,Zwierzyniec,RatherSafe,5,2,1,0,0,2,0,0,2,1
61201,Podgórze Duchackie,NotSafe,11,2,0,0,0,3,6,0,4,1
61201,Bie¿anów-Prokocim,Safe,6,3,0,0,0,0,3,0,1,1
61201,Nowa Huta,NotSafe,4,4,0,0,0,0,0,0,0,1
61201,Wzgórza Krzes³awickie,Safe,3,3,0,0,0,0,0,0,0,1
61201,Czy¿yny,RatherSafe,3,3,0,0,0,0,0,0,0,1
61201,Grzegórzki,RatherSafe,3,1,0,0,0,0,2,0,1,1
61201,Krowodrza,RatherSafe,0,0,0,0,0,0,0,0,0,1
61201,Bronowice,NotSafe,1,1,0,0,0,0,0,0,0,1
61201,Pr¹dnik Bia³y,Safe,2,2,0,0,0,0,0,0,0,1
61201,Pr¹dnik Czerwony,RatherSafe,2,2,0,0,0,0,0,0,0,1
61201,Mistrzejowice,RatherSafe,1,1,0,0,0,0,0,0,0,1
61201,Bieñczyce,RatherSafe,1,1,0,0,0,0,0,0,0,1
64801,£agiewniki-Borek Fa³êcki,RatherSafe,2,1,0,0,0,1,0,0,1,1
64801,Dêbniki,NotSafe,7,2,0,0,0,0,5,0,1,1
64801,Swoszowice,Safe,0,0,0,0,0,0,0,0,0,1
64801,Podgórze,Safe,4,4,0,0,0,0,0,0,0,1
64801,Stare Miasto,NotSafe,8,3,0,0,0,2,3,0,3,1
64801,Zwierzyniec,RatherSafe,0,0,0,0,0,0,0,0,0,1
64801,Podgórze Duchackie,NotSafe,9,5,0,0,0,1,3,0,2,1
64801,Bie¿anów-Prokocim,Safe,3,2,0,0,0,1,0,0,1,1
64801,Nowa Huta,NotSafe,9,4,0,0,0,3,2,0,4,1
64801,Wzgórza Krzes³awickie,Safe,0,0,0,0,0,0,0,0,0,1
64801,Czy¿yny,RatherSafe,0,0,0,0,0,0,0,0,0,1
64801,Grzegórzki,RatherSafe,6,3,0,0,0,0,3,0,1,1
64801,Krowodrza,RatherSafe,4,0,0,0,2,0,2,0,1,1
64801,Bronowice,NotSafe,6,0,0,0,0,0,6,0,2,1
64801,Pr¹dnik Bia³y,Safe,1,1,0,0,0,0,0,0,1,1
64801,Pr¹dnik Czerwony,RatherSafe,1,0,0,0,0,1,0,0,1,1
64801,Mistrzejowice,RatherSafe,0,0,0,0,0,0,0,0,1,1
64801,Bieñczyce,RatherSafe,1,0,0,1,0,0,0,0,0,1
68400,£agiewniki-Borek Fa³êcki,RatherSafe,3,1,0,1,0,1,0,0,2,1
68400,Dêbniki,NotSafe,2,2,0,0,0,0,0,0,0,1
68400,Swoszowice,Safe,1,1,0,0,0,0,0,0,0,1
68400,Podgórze,Safe,4,4,0,0,0,0,0,0,0,1
68400,Stare Miasto,NotSafe,7,1,1,0,0,3,2,0,4,1
68400,Zwierzyniec,RatherSafe,1,0,0,1,0,0,0,0,1,1
68400,Podgórze Duchackie,NotSafe,12,1,0,0,0,1,10,0,4,1
68400,Bie¿anów-Prokocim,Safe,1,1,0,0,0,0,0,0,0,1
68400,Nowa Huta,NotSafe,13,0,0,1,0,1,11,0,5,1
68400,Wzgórza Krzes³awickie,Safe,2,0,0,0,0,0,2,0,1,1
68400,Czy¿yny,RatherSafe,1,1,0,0,0,0,0,0,0,1
68400,Grzegórzki,RatherSafe,0,0,0,0,0,0,0,0,1,1
68400,Krowodrza,RatherSafe,4,4,0,0,0,0,0,0,0,1
68400,Bronowice,NotSafe,8,1,0,0,0,1,6,0,2,1
68400,Pr¹dnik Bia³y,Safe,2,1,0,0,0,1,0,0,1,1
68400,Pr¹dnik Czerwony,RatherSafe,0,0,0,0,0,0,0,0,0,1
68400,Mistrzejowice,RatherSafe,0,0,0,0,0,0,0,0,0,1
68400,Bieñczyce,RatherSafe,0,0,0,0,0,0,0,0,0,1
72000,£agiewniki-Borek Fa³êcki,RatherSafe,1,1,0,0,0,0,0,0,0,1
72000,Dêbniki,NotSafe,8,3,0,0,0,2,3,0,3,1
72000,Swoszowice,Safe,1,0,0,0,0,1,0,0,1,1
72000,Podgórze,Safe,7,6,0,0,0,0,0,1,0,1
72000,Stare Miasto,NotSafe,0,0,0,0,0,0,0,0,0,1
72000,Zwierzyniec,RatherSafe,8,0,0,0,0,1,7,0,3,1
72000,Podgórze Duchackie,NotSafe,0,0,0,0,0,0,0,0,0,1
72000,Bie¿anów-Prokocim,Safe,0,0,0,0,0,0,0,0,0,1
72000,Nowa Huta,NotSafe,19,0,0,0,0,0,19,0,6,1
72000,Wzgórza Krzes³awickie,Safe,1,1,0,0,0,0,0,0,0,1
72000,Czy¿yny,RatherSafe,2,2,0,0,0,0,0,0,1,1
