"£agiewniki-Borek Fa³êcki","Dêbniki","Swoszowice","Podgórze","Stare Miasto","Zwierzyniec","Podgórze Duchackie","Bie¿anów-Prokocim","Nowa Huta","Wzgórza Krzes³awickie","Czy¿yny","Grzegórzki","Krowodrza","Bronowice","Pr¹dnik Bia³y","Pr¹dnik Czerwony","Mistrzejowice","Bieñczyce"
"4,6,0,1,9,8,14,1,13,1,5,7,2,10,3,6,5,2"
