"£agiewniki-Borek Fa³êcki","Dêbniki","Swoszowice","Podgórze","Stare Miasto","Zwierzyniec","Podgórze Duchackie","Bie¿anów-Prokocim","Nowa Huta","Wzgórza Krzes³awickie","Czy¿yny","Grzegórzki","Krowodrza","Bronowice","Pr¹dnik Bia³y","Pr¹dnik Czerwony","Mistrzejowice","Bieñczyce"
"30,37,23,18,49,39,59,19,59,26,33,35,39,62,26,38,41,30"
