simulationTime[s],firingID,districtName,districtSafetyLevel,generallyRequiredPatrols,solvingPatrols,reachingPatrols(including 'called'),calledPatrols,totalDistanceOfCalledPatrols,isNight,City,simulationTime[h]
83677,3ac2d96a-cfb3-4365-a499-b384a076efda,Mistrzejowice,RatherSafe,5,2,3,1,3.393559559820824,1,Krakow,23.24361111111111
83851,476b57da-d7b6-48f6-bbeb-8cda0799f451,Dębniki,NotSafe,5,1,1,1,0.7696859494988151,1,Krakow,23.291944444444443
83960,476b57da-d7b6-48f6-bbeb-8cda0799f451,Dębniki,NotSafe,5,1,2,1,3.269126460329754,1,Krakow,23.322222222222223
84305,476b57da-d7b6-48f6-bbeb-8cda0799f451,Dębniki,NotSafe,5,2,2,1,3.330001796491824,1,Krakow,23.418055555555554
84558,05df5c4a-30c8-4dd8-8909-ce977868023a,Prądnik Biały,Safe,3,1,2,2,4.417499217841542,1,Krakow,23.488333333333333
84811,e7e1f305-be4d-4e2f-aa07-c7b677bf5609,Krowodrza,RatherSafe,4,1,1,1,0.31820693541363826,1,Krakow,23.558611111111112
84812,e7e1f305-be4d-4e2f-aa07-c7b677bf5609,Krowodrza,RatherSafe,4,1,2,1,1.4646261408910006,1,Krakow,23.558888888888887
84813,e7e1f305-be4d-4e2f-aa07-c7b677bf5609,Krowodrza,RatherSafe,4,1,3,1,2.689659555667515,1,Krakow,23.559166666666666
85971,476b57da-d7b6-48f6-bbeb-8cda0799f451,Dębniki,NotSafe,5,4,1,1,3.5172904789973853,1,Krakow,23.88083333333333
85973,af14a3dd-7761-4e3e-b9af-6192b0122f7b,Bronowice,NotSafe,3,1,2,2,1.8386077723008403,1,Krakow,23.88138888888889
