"Reinickendorf","Spandau","Mitte","Steglitz-Zehlendorf","Treptow-Köpenick","Friedrichshain-Kreuzberg","Tempelhof-Schöneberg","Neukölln","Marzahn-Hellersdorf","Pankow","Charlottenburg-Wilmersdorf","Lichtenberg"
"40,49,15,47,19,34,47,33,43,27,50,32"
