"Reinickendorf","Spandau","Mitte","Steglitz-Zehlendorf","Treptow-Köpenick","Friedrichshain-Kreuzberg","Tempelhof-Schöneberg","Neukölln","Marzahn-Hellersdorf","Pankow","Charlottenburg-Wilmersdorf","Lichtenberg"
"0,0,0,0,0,0,0,0,0,0,0,0"
